Fiscal Year,Fiscal Quarter,Fiscal Month,Email Program Name,Sent,Bounced,Delivered,Delivered%,Opens,Open Rate%,Clicks,CTR%,Link Clicks,Marketing Play,Play Num,Solution Area,Solution Area Num,Marketing Play Product,Product Num,Row#
FY22,FY22-Q2,12/1/2021 0:00,,"78,910",298,"78,612",99.62%,"16,780",21.35%,"3,685",4.69%,"4,090",Innovate with AI,1,Data and AI,2,Azure,1,5316
FY22,FY22-Q2,12/1/2021 0:00,,"96,433",59,"96,374",99.94%,"19,606",20.34%,"1,592",1.65%,"2,130",Win with Analytics,2,Data and AI,2,Azure,1,5111
FY22,FY22-Q2,12/1/2021 0:00,,"44,861",87,"44,774",99.81%,"8,336",18.62%,369,0.82%,527,Azure Migration and Modernization,3,Infrastructure,5,Azure,1,4377
FY22,FY22-Q2,12/1/2021 0:00,,"107,288",137,"107,151",99.87%,"23,123",21.58%,"1,036",0.97%,"1,349",Azure Migration and Modernization,3,Infrastructure,5,Azure,1,4376
FY22,FY22-Q2,12/1/2021 0:00,,"43,875",23,"43,852",99.95%,"8,633",19.69%,873,1.99%,"1,289",Azure Migration and Modernization,3,Infrastructure,5,Azure,1,4375
FY22,FY22-Q2,12/1/2021 0:00,,"116,780",628,"116,152",99.46%,"23,214",19.99%,"4,047",3.48%,"4,498",Developer Engagement,4,Digital and Application Innovation,3,Azure,1,3610
FY22,FY22-Q2,12/1/2021 0:00,,"24,338",20,"24,318",99.92%,"4,189",17.23%,290,1.19%,381,Build a Resilient Supply Chain,5,Business Applications,1,Dynamics 365,2,3481
FY22,FY22-Q2,12/1/2021 0:00,,"11,119",2,"11,117",99.98%,"4,306",38.73%,358,3.22%,488,Education,6,Digital Transformation and Industry,4,Education,3,3383
FY22,FY22-Q2,12/1/2021 0:00,,"5,525",2,"5,523",99.96%,"1,313",23.77%,81,1.47%,133,Education,6,Digital Transformation and Industry,4,Education,3,3382
FY22,FY22-Q2,12/1/2021 0:00,,"3,810",3,"3,807",99.92%,"1,228",32.26%,56,1.47%,70,Education,6,Digital Transformation and Industry,4,Education,3,3381
FY22,FY22-Q2,12/1/2021 0:00,,"12,306",51,"12,255",99.59%,"3,812",31.11%,143,1.17%,219,Education,6,Digital Transformation and Industry,4,Education,3,3380
FY22,FY22-Q2,12/1/2021 0:00,,"13,715",3,"13,712",99.98%,"4,478",32.66%,365,2.66%,498,Education,6,Digital Transformation and Industry,4,Education,3,3379
FY22,FY22-Q2,12/1/2021 0:00,,"4,943",3,"4,940",99.94%,"1,478",29.92%,130,2.63%,162,Education,6,Digital Transformation and Industry,4,Education,3,3378
FY22,FY22-Q2,12/1/2021 0:00,,"18,854",83,"18,771",99.56%,"5,120",27.28%,294,1.57%,360,Employee Experience,7,Modern Work,6,Microsoft 365,4,3189
FY22,FY22-Q2,12/1/2021 0:00,,"91,925",45,"91,880",99.95%,"20,893",22.74%,812,0.88%,"1,103",Azure Hybrid and Infrastructure,8,Infrastructure,5,Azure,1,2976
FY22,FY22-Q2,12/1/2021 0:00,,"89,904",82,"89,822",99.91%,"19,889",22.14%,"2,026",2.26%,"2,885",Azure Hybrid and Infrastructure,8,Infrastructure,5,Azure,1,2975
FY22,FY22-Q2,12/1/2021 0:00,,"90,045",69,"89,976",99.92%,"19,284",21.43%,"1,550",1.72%,"1,891",Azure Hybrid and Infrastructure,8,Infrastructure,5,Azure,1,2974
FY22,FY22-Q2,12/1/2021 0:00,,"35,758",28,"35,730",99.92%,"8,446",23.64%,497,1.39%,778,Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2365
FY22,FY22-Q2,12/1/2021 0:00,,"8,548",3,"8,545",99.96%,"2,483",29.06%,296,3.46%,347,Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2364
FY22,FY22-Q2,12/1/2021 0:00,,"37,458",80,"37,378",99.79%,"6,534",17.48%,491,1.31%,638,Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2363
FY22,FY22-Q2,12/1/2021 0:00,,"22,014",13,"22,001",99.94%,"5,806",26.39%,344,1.56%,412,Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2362
FY22,FY22-Q2,12/1/2021 0:00,,"18,389",8,"18,381",99.96%,"4,762",25.91%,277,1.51%,364,Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2361
FY22,FY22-Q2,12/1/2021 0:00,,"39,640",29,"39,611",99.93%,"6,022",15.20%,423,1.07%,526,Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2360
FY22,FY22-Q2,12/1/2021 0:00,,"23,963",6,"23,957",99.97%,"5,643",23.55%,201,0.84%,230,Hybrid Meetings,9,Modern Work,6,Microsoft 365,4,2359
FY22,FY22-Q2,12/1/2021 0:00,,"44,591",120,"44,471",99.73%,"9,976",22.43%,540,1.21%,750,Migrate Windows and SQL Server,10,Infrastructure,5,Azure,1,1946
FY22,FY22-Q2,12/1/2021 0:00,,"12,216",1,"12,215",99.99%,"2,090",17.11%,241,1.97%,295,Modernize Endpoints,11,Modern Work,6,Microsoft 365,4,1709
FY22,FY22-Q2,12/1/2021 0:00,,"8,541",5,"8,536",99.94%,"1,919",22.48%,167,1.96%,280,Modernize Security and Defend Against Threats,12,Security,8,Security,5,1588
FY22,FY22-Q2,12/1/2021 0:00,,"13,344",9,"13,335",99.93%,"3,574",26.80%,564,4.23%,901,Rapidly Build Apps,13,Business Applications,1,Power Apps,6,968
FY22,FY22-Q2,12/1/2021 0:00,,"32,645",214,"32,431",99.34%,"7,268",22.41%,842,2.60%,"1,219",Rapidly Build Apps,13,Business Applications,1,Power Apps,6,967
FY22,FY22-Q2,12/1/2021 0:00,,"28,408",58,"28,350",99.80%,"6,231",21.98%,"2,256",7.96%,"2,580",Rapidly Build Apps,13,Business Applications,1,Power Apps,6,966
FY22,FY22-Q2,12/1/2021 0:00,,"2,598",3,"2,595",99.88%,723,27.86%,33,1.27%,38,Retail,14,Digital Transformation and Industry,4,Retail,7,590
FY22,FY22-Q2,12/1/2021 0:00,,"18,927",4,"18,923",99.98%,"6,236",32.95%,326,1.72%,409,Retail,14,Digital Transformation and Industry,4,Retail,7,589
FY22,FY22-Q2,12/1/2021 0:00,,"11,983",14,"11,969",99.88%,"2,794",23.34%,481,4.02%,774,Security Broad Reach,15,Security,8,Security,5,526
FY22,FY22-Q2,12/1/2021 0:00,,"4,966",2,"4,964",99.96%,"1,160",23.37%,60,1.21%,95,Digital Transformation,16,Digital Transformation and Industry,4,Digital Transformation,8,246
FY22,FY22-Q2,12/1/2021 0:00,,"7,240",4,"7,236",99.94%,"1,804",24.93%,204,2.82%,269,Build Zero Trust Foundations,17,Security,8,Security,5,60
FY22,FY22-Q2,11/1/2021 0:00,,"64,003","1,999","62,004",96.88%,"9,825",15.85%,240,0.39%,359,Innovate with AI,1,Data and AI,2,Azure,1,5332
FY22,FY22-Q2,11/1/2021 0:00,,"38,351","2,199","36,152",94.27%,"8,256",22.84%,353,0.98%,493,Innovate with AI,1,Data and AI,2,Azure,1,5331
FY22,FY22-Q2,11/1/2021 0:00,,"48,324","3,070","45,254",93.65%,"9,223",20.38%,485,1.07%,703,Innovate with AI,1,Data and AI,2,Azure,1,5330
FY22,FY22-Q2,11/1/2021 0:00,,"1,055",21,"1,034",98.01%,277,26.79%,4,0.39%,4,Innovate with AI,1,Data and AI,2,Azure,1,5329
FY22,FY22-Q2,11/1/2021 0:00,,"37,603","2,131","35,472",94.33%,"8,002",22.56%,263,0.74%,365,Innovate with AI,1,Data and AI,2,Azure,1,5328
FY22,FY22-Q2,11/1/2021 0:00,,"73,339","7,475","65,864",89.81%,"11,171",16.96%,422,0.64%,533,Developer Engagement,4,Digital and Application Innovation,3,Azure,1,5327
FY22,FY22-Q2,11/1/2021 0:00,,"63,506","1,573","61,933",97.52%,"12,522",20.22%,688,1.11%,"1,102",Innovate with AI,1,Data and AI,2,Azure,1,5326
FY22,FY22-Q2,11/1/2021 0:00,,"2,076",0,"2,076",100.00%,588,28.32%,16,0.77%,21,Innovate with AI,1,Data and AI,2,Azure,1,5325
FY22,FY22-Q2,11/1/2021 0:00,,"4,267",5,"4,262",99.88%,"1,067",25.04%,34,0.80%,35,Innovate with AI,1,Data and AI,2,Azure,1,5324
FY22,FY22-Q2,11/1/2021 0:00,,"43,168",222,"42,946",99.49%,"9,825",22.88%,467,1.09%,647,Innovate with AI,1,Data and AI,2,Azure,1,5323
FY22,FY22-Q2,11/1/2021 0:00,,"59,987",490,"59,497",99.18%,"10,060",16.91%,300,0.50%,368,Innovate with AI,1,Data and AI,2,Azure,1,5322
FY22,FY22-Q2,11/1/2021 0:00,,"45,384",67,"45,317",99.85%,"11,138",24.58%,489,1.08%,604,Innovate with AI,1,Data and AI,2,Azure,1,5321
FY22,FY22-Q2,11/1/2021 0:00,,"10,631",36,"10,595",99.66%,"2,069",19.53%,105,0.99%,125,Innovate with AI,1,Data and AI,2,Azure,1,5320
FY22,FY22-Q2,11/1/2021 0:00,,"36,397",115,"36,282",99.68%,"8,484",23.38%,558,1.54%,718,Innovate with AI,1,Data and AI,2,Azure,1,5319
FY22,FY22-Q2,11/1/2021 0:00,,"12,471",19,"12,452",99.85%,"3,362",27.00%,262,2.10%,392,Innovate with AI,1,Data and AI,2,Azure,1,5318
FY22,FY22-Q2,11/1/2021 0:00,,"36,111",131,"35,980",99.64%,"4,064",11.30%,351,0.98%,459,Innovate with AI,1,Data and AI,2,Azure,1,5317
FY22,FY22-Q2,11/1/2021 0:00,,"57,788","1,058","56,730",98.17%,"13,241",23.34%,"1,005",1.77%,"1,593",Win with Analytics,2,Data and AI,2,Azure,1,5120
FY22,FY22-Q2,11/1/2021 0:00,,"78,599","3,864","74,735",95.08%,"15,520",20.77%,616,0.82%,809,Win with Analytics,2,Data and AI,2,Azure,1,5119
FY22,FY22-Q2,11/1/2021 0:00,,"48,773","1,346","47,427",97.24%,"8,475",17.87%,519,1.09%,703,Win with Analytics,2,Data and AI,2,Azure,1,5118
FY22,FY22-Q2,11/1/2021 0:00,,"31,630","2,828","28,802",91.06%,"4,741",16.46%,485,1.68%,590,Win with Analytics,2,Data and AI,2,Azure,1,5117
FY22,FY22-Q2,11/1/2021 0:00,,"30,604",54,"30,550",99.82%,"8,188",26.80%,356,1.17%,478,Win with Analytics,2,Data and AI,2,Azure,1,5116
FY22,FY22-Q2,11/1/2021 0:00,,"81,198","2,326","78,872",97.14%,"15,830",20.07%,780,0.99%,"1,221",Win with Analytics,2,Data and AI,2,Azure,1,5115
FY22,FY22-Q2,11/1/2021 0:00,,"16,143",115,"16,028",99.29%,"3,999",24.95%,127,0.79%,147,Win with Analytics,2,Data and AI,2,Azure,1,5114
FY22,FY22-Q2,11/1/2021 0:00,,"11,916",89,"11,827",99.25%,"3,266",27.61%,312,2.64%,486,Win with Analytics,2,Data and AI,2,Azure,1,5113
FY22,FY22-Q2,11/1/2021 0:00,,"12,159",55,"12,104",99.55%,"1,140",9.42%,237,1.96%,278,Win with Analytics,2,Data and AI,2,Azure,1,5112
FY22,FY22-Q2,11/1/2021 0:00,,"60,073","2,972","57,101",95.05%,"10,937",19.15%,493,0.86%,787,Azure App Innovation,18,Digital and Application Innovation,3,Azure,1,4664
FY22,FY22-Q2,11/1/2021 0:00,,"9,552",36,"9,516",99.62%,"2,309",24.26%,494,5.19%,577,Azure App Innovation,18,Digital and Application Innovation,3,Azure,1,4663
FY22,FY22-Q2,11/1/2021 0:00,,"57,996",30,"57,966",99.95%,"12,824",22.12%,556,0.96%,770,Azure App Innovation,18,Digital and Application Innovation,3,Azure,1,4662
FY22,FY22-Q2,11/1/2021 0:00,,"3,381",0,"3,381",100.00%,"1,001",29.61%,76,2.25%,103,Azure App Innovation,18,Digital and Application Innovation,3,Azure,1,4661
FY22,FY22-Q2,11/1/2021 0:00,,"60,078",163,"59,915",99.73%,"6,270",10.46%,466,0.78%,608,Azure App Innovation,18,Digital and Application Innovation,3,Azure,1,4660
FY22,FY22-Q2,11/1/2021 0:00,,"75,529",182,"75,347",99.76%,"14,410",19.12%,476,0.63%,614,Azure Migration and Modernization,3,Infrastructure,5,Azure,1,4378
FY22,FY22-Q2,11/1/2021 0:00,,"24,150","2,706","21,444",88.80%,"4,818",22.47%,357,1.66%,548,Compliance,19,Security,8,Security,5,4195
FY22,FY22-Q2,11/1/2021 0:00,,"47,967","1,859","46,108",96.12%,"10,248",22.23%,623,1.35%,833,Compliance,19,Security,8,Security,5,4194
FY22,FY22-Q2,11/1/2021 0:00,,"37,471",183,"37,288",99.51%,"7,826",20.99%,500,1.34%,680,Compliance,19,Security,8,Security,5,4193
FY22,FY22-Q2,11/1/2021 0:00,,"20,166",21,"20,145",99.90%,"4,452",22.10%,459,2.28%,595,Compliance,19,Security,8,Security,5,4192
FY22,FY22-Q2,11/1/2021 0:00,,643,0,643,100.00%,151,23.48%,21,3.27%,25,Compliance,19,Security,8,Security,5,4191
FY22,FY22-Q2,11/1/2021 0:00,,"28,794",259,"28,535",99.10%,"2,927",10.26%,215,0.75%,268,Compliance,19,Security,8,Security,5,4190
FY22,FY22-Q2,11/1/2021 0:00,,"41,338","1,751","39,587",95.76%,"6,098",15.40%,198,0.50%,267,Activate Digital Selling,20,Business Applications,1,Dynamics 365,2,3984
FY22,FY22-Q2,11/1/2021 0:00,,"25,739","2,146","23,593",91.66%,"3,618",15.34%,136,0.58%,157,Activate Digital Selling,20,Business Applications,1,Dynamics 365,2,3983
FY22,FY22-Q2,11/1/2021 0:00,,"29,197","1,680","27,517",94.25%,"5,026",18.27%,315,1.14%,384,Activate Digital Selling,20,Business Applications,1,Dynamics 365,2,3982
FY22,FY22-Q2,11/1/2021 0:00,,"24,972",696,"24,276",97.21%,"3,775",15.55%,217,0.89%,308,Activate Digital Selling,20,Business Applications,1,Dynamics 365,2,3981
FY22,FY22-Q2,11/1/2021 0:00,,"22,383",15,"22,368",99.93%,"3,417",15.28%,136,0.61%,189,Activate Digital Selling,20,Business Applications,1,Dynamics 365,2,3980
FY22,FY22-Q2,11/1/2021 0:00,,"3,111",1,"3,110",99.97%,630,20.26%,36,1.16%,47,Activate Digital Selling,20,Business Applications,1,Dynamics 365,2,3979
FY22,FY22-Q2,11/1/2021 0:00,,"24,515",286,"24,229",98.83%,"4,244",17.52%,275,1.14%,335,Activate Digital Selling,20,Business Applications,1,Dynamics 365,2,3978
FY22,FY22-Q2,11/1/2021 0:00,,"21,882",16,"21,866",99.93%,"4,002",18.30%,390,1.78%,479,Activate Digital Selling,20,Business Applications,1,Dynamics 365,2,3977
FY22,FY22-Q2,11/1/2021 0:00,,"7,530",16,"7,514",99.79%,"1,609",21.41%,115,1.53%,169,Activate Digital Selling,20,Business Applications,1,Dynamics 365,2,3976
FY22,FY22-Q2,11/1/2021 0:00,,"28,176",228,"27,948",99.19%,"2,393",8.56%,270,0.97%,313,Activate Digital Selling,20,Business Applications,1,Dynamics 365,2,3975
FY22,FY22-Q2,11/1/2021 0:00,,"39,744","4,356","35,388",89.04%,"5,762",16.28%,187,0.53%,247,Enable Always-On Service,21,Business Applications,1,Dynamics 365,2,3744
FY22,FY22-Q2,11/1/2021 0:00,,"39,904","1,245","38,659",96.88%,"6,601",17.07%,241,0.62%,296,Enable Always-On Service,21,Business Applications,1,Dynamics 365,2,3743
FY22,FY22-Q2,11/1/2021 0:00,,"66,592","2,756","63,836",95.86%,"11,891",18.63%,884,1.38%,"1,162",Discover Business Insights,22,Business Applications,1,Power BI,9,3660
FY22,FY22-Q2,11/1/2021 0:00,,"25,500",351,"25,149",98.62%,"4,199",16.70%,338,1.34%,481,Discover Business Insights,22,Business Applications,1,Power BI,9,3659
FY22,FY22-Q2,11/1/2021 0:00,,"43,299",38,"43,261",99.91%,"8,061",18.63%,598,1.38%,835,Discover Business Insights,22,Business Applications,1,Power BI,9,3658
FY22,FY22-Q2,11/1/2021 0:00,,"60,411","2,163","58,248",96.42%,"11,572",19.87%,422,0.72%,699,Developer Engagement,4,Digital and Application Innovation,3,Azure,1,3616
FY22,FY22-Q2,11/1/2021 0:00,,"51,830",689,"51,141",98.67%,"10,061",19.67%,416,0.81%,467,Developer Engagement,4,Digital and Application Innovation,3,Azure,1,3615
FY22,FY22-Q2,11/1/2021 0:00,,"17,559",10,"17,549",99.94%,"3,743",21.33%,439,2.50%,584,Developer Engagement,4,Digital and Application Innovation,3,Azure,1,3614
FY22,FY22-Q2,11/1/2021 0:00,,"10,762",4,"10,758",99.96%,"2,246",20.88%,112,1.04%,171,Developer Engagement,4,Digital and Application Innovation,3,Azure,1,3613
FY22,FY22-Q2,11/1/2021 0:00,,"69,882",28,"69,854",99.96%,"13,504",19.33%,895,1.28%,"1,189",Developer Engagement,4,Digital and Application Innovation,3,Azure,1,3612
FY22,FY22-Q2,11/1/2021 0:00,,"16,485",27,"16,458",99.84%,"1,639",9.96%,150,0.91%,163,Developer Engagement,4,Digital and Application Innovation,3,Azure,1,3611
FY22,FY22-Q2,11/1/2021 0:00,,"20,045","1,452","18,593",92.76%,"3,468",18.65%,275,1.48%,334,Build a Resilient Supply Chain,5,Business Applications,1,Dynamics 365,2,3487
FY22,FY22-Q2,11/1/2021 0:00,,"3,840",140,"3,700",96.35%,"1,028",27.78%,37,1.00%,40,Build a Resilient Supply Chain,5,Business Applications,1,Dynamics 365,2,3486
FY22,FY22-Q2,11/1/2021 0:00,,"16,588",107,"16,481",99.35%,"3,243",19.68%,453,2.75%,538,Build a Resilient Supply Chain,5,Business Applications,1,Dynamics 365,2,3485
FY22,FY22-Q2,11/1/2021 0:00,,"22,793",7,"22,786",99.97%,"3,880",17.03%,244,1.07%,319,Build a Resilient Supply Chain,5,Business Applications,1,Dynamics 365,2,3484
FY22,FY22-Q2,11/1/2021 0:00,,"1,052",0,"1,052",100.00%,241,22.91%,4,0.38%,8,Build a Resilient Supply Chain,5,Business Applications,1,Dynamics 365,2,3483
FY22,FY22-Q2,11/1/2021 0:00,,"15,180",117,"15,063",99.23%,"1,469",9.75%,289,1.92%,316,Build a Resilient Supply Chain,5,Business Applications,1,Dynamics 365,2,3482
FY22,FY22-Q2,11/1/2021 0:00,,"5,072",135,"4,937",97.34%,"1,838",37.23%,244,4.94%,303,Education,6,Digital Transformation and Industry,4,Education,3,3393
FY22,FY22-Q2,11/1/2021 0:00,,"3,766",243,"3,523",93.55%,"1,034",29.35%,42,1.19%,63,Education,6,Digital Transformation and Industry,4,Education,3,3392
FY22,FY22-Q2,11/1/2021 0:00,,"2,727",12,"2,715",99.56%,692,25.49%,28,1.03%,33,Education,6,Digital Transformation and Industry,4,Education,3,3391
FY22,FY22-Q2,11/1/2021 0:00,,"3,378",168,"3,210",95.03%,963,30.00%,42,1.31%,63,Education,6,Digital Transformation and Industry,4,Education,3,3390
FY22,FY22-Q2,11/1/2021 0:00,,"3,148",303,"2,845",90.37%,851,29.91%,43,1.51%,55,Education,6,Digital Transformation and Industry,4,Education,3,3389
FY22,FY22-Q2,11/1/2021 0:00,,992,7,985,99.29%,257,26.09%,12,1.22%,14,Education,6,Digital Transformation and Industry,4,Education,3,3388
FY22,FY22-Q2,11/1/2021 0:00,,"4,561",183,"4,378",95.99%,"1,311",29.95%,60,1.37%,80,Education,6,Digital Transformation and Industry,4,Education,3,3387
FY22,FY22-Q2,11/1/2021 0:00,,"4,020",1,"4,019",99.98%,"1,140",28.37%,58,1.44%,65,Education,6,Digital Transformation and Industry,4,Education,3,3386
FY22,FY22-Q2,11/1/2021 0:00,,"4,047",4,"4,043",99.90%,"1,264",31.26%,80,1.98%,116,Education,6,Digital Transformation and Industry,4,Education,3,3385
FY22,FY22-Q2,11/1/2021 0:00,,"5,710",1,"5,709",99.98%,"1,464",25.64%,67,1.17%,86,Education,6,Digital Transformation and Industry,4,Education,3,3384
FY22,FY22-Q2,11/1/2021 0:00,,"19,790","1,510","18,280",92.37%,"3,649",19.96%,153,0.84%,192,Employee Experience,7,Modern Work,6,Microsoft 365,4,3195
FY22,FY22-Q2,11/1/2021 0:00,,"1,266",191,"1,075",84.91%,332,30.88%,46,4.28%,78,Employee Experience,7,Modern Work,6,Microsoft 365,4,3194
FY22,FY22-Q2,11/1/2021 0:00,,"15,162","1,211","13,951",92.01%,"2,844",20.39%,224,1.61%,332,Employee Experience,7,Modern Work,6,Microsoft 365,4,3193
FY22,FY22-Q2,11/1/2021 0:00,,"29,651",827,"28,824",97.21%,"5,740",19.91%,350,1.21%,463,Employee Experience,7,Modern Work,6,Microsoft 365,4,3192
FY22,FY22-Q2,11/1/2021 0:00,,"34,887","1,281","33,606",96.33%,"7,300",21.72%,443,1.32%,621,Employee Experience,7,Modern Work,6,Microsoft 365,4,3191
FY22,FY22-Q2,11/1/2021 0:00,,"3,271",5,"3,266",99.85%,946,28.97%,43,1.32%,57,Employee Experience,7,Modern Work,6,Microsoft 365,4,3190
FY22,FY22-Q2,11/1/2021 0:00,,"88,747","4,823","83,924",94.57%,"18,974",22.61%,"1,426",1.70%,"2,322",Azure Hybrid and Infrastructure,8,Infrastructure,5,Azure,1,2986
FY22,FY22-Q2,11/1/2021 0:00,,"67,770","3,445","64,325",94.92%,"12,709",19.76%,952,1.48%,"1,486",Azure Hybrid and Infrastructure,8,Infrastructure,5,Azure,1,2985
FY22,FY22-Q2,11/1/2021 0:00,,"109,058","4,358","104,700",96.00%,"25,598",24.45%,"1,569",1.50%,"2,450",Azure Hybrid and Infrastructure,8,Infrastructure,5,Azure,1,2984
FY22,FY22-Q2,11/1/2021 0:00,,"61,055",152,"60,903",99.75%,"12,615",20.71%,481,0.79%,780,Azure Hybrid and Infrastructure,8,Infrastructure,5,Azure,1,2983
FY22,FY22-Q2,11/1/2021 0:00,,"6,912",2,"6,910",99.97%,"1,788",25.88%,72,1.04%,86,Azure Hybrid and Infrastructure,8,Infrastructure,5,Azure,1,2982
